Minor,Minor length,Bed gradient,Base width,Design depth,Water head,Water mid,Water tail,Days,Water alloted,Recharge,Surface water
12,2.5,0.00066,0.6,0.6,10.77,0,0,15,"[390.82176, 0.0, 0.0]","[68.57407356358199, 0.0, 0.0]","[322.247686436418, 0.0, 0.0]"
