Summer crop,Sow date,Area,drip,drip_eff,Monthly list,Total_list
Tomato,01-11-2020,0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
